Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,year_received,month_received,dayofweek_received,quarter_received,is_weekend,is_holiday_season,processing_days,same_day_processing,company_complaint_count,company_size,state_complaint_count,product_category,region
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,NC,28269,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,211,enterprise,764,mortgage,south
Student Loan,Non-Federal Student Loan,Can'T Repay My Loan,Not Specified,CA,91340,Citibank,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1016,enterprise,3859,loan,west
Credit Card,Not Specified,Billing Disputes,Not Specified,IL,62650,Citibank,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,5,0,1016,enterprise,1003,credit,midwest
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MN,55104,U.S. Bancorp,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,429,enterprise,311,mortgage,midwest
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,No Notice Of Investigation Status/Result,FL,33733,Transunion,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1525,enterprise,2592,credit,south
Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,CT,6516,Td Bank,Closed with monetary relief,Yes,No,2015,1,4,1,0,0,1,0,217,enterprise,287,banking,northeast
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MD,21076,M&T Bank,Closed with explanation,Yes,No,2015,1,4,1,0,0,3,0,93,large,791,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NY,10566,Equifax,Closed with explanation,Yes,No,2015,1,4,1,0,0,25,0,2049,enterprise,1846,credit,northeast
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,TX,78653,Transunion,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1525,enterprise,2380,credit,south
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Servicing, Payments, Escrow Account",Not Specified,NJ,7090,Ocwen,In progress,No,No,2015,1,4,1,0,0,0,1,934,enterprise,1113,mortgage,northeast
Debt Collection,Medical,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,CA,90036,"Hcfs Health Care Financial Services, Inc.",Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,16,medium,3859,debt,west
Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,AR,72223,Ge Capital Retail,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,19,0,481,enterprise,121,credit,south
Bank Account Or Service,Savings Account,"Account Opening, Closing, Or Management",Not Specified,AZ,85751,The Northern Trust Company,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1,small,578,banking,west
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,CA,92101,Navient,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,368,enterprise,3859,loan,west
Debt Collection,Credit Card,Communication Tactics,Frequent Or Repeated Calls,MA,2341,Gc Services Limited Partnership,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,30,medium,512,debt,northeast
Payday Loan,Not Specified,Charged Fees Or Interest I Didn'T Expect,Not Specified,FL,34446,"Bayside Capital Services, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,7,0,4,small,2592,loan,south
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,MA,1945,Higher Education Student Assistance Authority (Hesaa),Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,5,0,9,small,512,loan,northeast
Credit Card,Not Specified,Apr Or Interest Rate,Not Specified,OH,44116,Keybank Na,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,64,large,939,credit,midwest
Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,NM,87328,Credit Acceptance Corporation,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,17,medium,155,loan,west
Consumer Loan,Personal Line Of Credit,Account Terms And Changes,Not Specified,CO,80231,Ge Capital Retail,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,27,0,481,enterprise,483,loan,west
Debt Collection,Credit Card,Communication Tactics,Threatened To Take Legal Action,TX,77041,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,229,enterprise,2380,debt,south
Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,GA,31501,Pnc Bank,In progress,Yes,No,2015,1,4,1,0,0,0,1,237,enterprise,1146,banking,south
Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,NY,14850,First Niagara Bank,Closed with monetary relief,Yes,No,2015,1,4,1,0,0,0,1,25,medium,1846,banking,northeast
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,NH,3279,"Caliber Home Loans, Inc",Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,97,large,111,mortgage,northeast
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,32533,Bank Of America,In progress,Yes,No,2015,1,4,1,0,0,5,0,1518,enterprise,2592,mortgage,south
Debt Collection,Non-Federal Student Loan,Communication Tactics,Called Outside Of 8Am-9Pm,AL,35215,"Weltman, Weinberg & Reis",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,11,medium,358,debt,south
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,OK,73734,"Morgan & Associates, P.C.",Closed with explanation,Yes,Yes,2015,1,4,1,0,0,7,0,1,small,207,debt,south
Debt Collection,Medical,Communication Tactics,Used Obscene/Profane/Abusive Language,GA,31709,Jason A. Craig & Associates,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,2,small,1146,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,FL,32904,Equifax,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,2049,enterprise,2592,credit,south
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,34145,Bank Of America,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1518,enterprise,2592,mortgage,south
Mortgage,Other Mortgage,Other,Not Specified,NY,11369,Nationstar Mortgage,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,749,enterprise,1846,mortgage,northeast
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Inadequate Help Over The Phone,FL,32303,Experian,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,2592,credit,south
Credit Card,Not Specified,Transaction Issue,Not Specified,CO,80210,Bank Of America,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1518,enterprise,483,credit,west
Debt Collection,Medical,False Statements Or Representation,Indicated Shouldn'T Respond To Lawsuit,TN,37042,Frost-Arnett Company,Closed with explanation,Yes,No,2015,1,4,1,0,0,10,0,4,small,473,debt,south
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,NY,11934,"Ars National Services, Inc.",Closed with explanation,No,No,2015,1,4,1,0,0,1,0,7,small,1846,debt,northeast
Debt Collection,Medical,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,MO,63110,Account Resolution Corporation,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,4,small,409,debt,midwest
Consumer Loan,Vehicle Lease,Managing The Loan Or Lease,Not Specified,CA,91601,Santander Consumer Usa,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,7,0,133,large,3859,loan,west
Debt Collection,Credit Card,Communication Tactics,Threatened To Take Legal Action,TX,77041,Squaretwo Financial Corporation,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,23,medium,2380,debt,south
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Investigation Took Too Long,TX,77066,Experian,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,2380,credit,south
Debt Collection,Payday Loan,Improper Contact Or Sharing Of Info,Contacted Me After I Asked Not To,CA,92123,Oracle Financial Group Llc.,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,11,medium,3859,debt,west
Money Transfers,International Money Transfer,Money Was Not Available When Promised,Not Specified,AL,36067,Western Union,Closed with explanation,Yes,No,2015,1,4,1,0,0,3,0,66,large,358,other,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,PA,19067,Pnc Bank,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,237,enterprise,1055,mortgage,northeast
Credit Card,Not Specified,Billing Disputes,Not Specified,AZ,86301,Jpmorgan Chase,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,1,0,1272,enterprise,578,credit,west
Consumer Loan,Title Loan,Lender Damaged Or Destroyed Vehicle,Not Specified,AZ,86401,Cng Financial Corporation,Closed with explanation,Yes,No,2015,1,4,1,0,0,21,0,48,medium,578,loan,west
Consumer Loan,Installment Loan,Managing The Loan Or Lease,Not Specified,VA,24018,Citibank,Closed with explanation,Yes,No,2015,1,4,1,0,0,3,0,1016,enterprise,869,loan,south
Prepaid Card,General Purpose Card,Unauthorized Transactions/Trans. Issues,Not Specified,FL,33445,Amex,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,270,enterprise,2592,other,south
Debt Collection,Credit Card,Communication Tactics,Called Outside Of 8Am-9Pm,CA,91343,Caine & Weiner Co. Inc.,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,3,0,14,medium,3859,debt,west
Debt Collection,Payday Loan,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,MI,49508,Cng Financial Corporation,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,5,0,48,medium,694,debt,midwest
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,95011,West Corporation,In progress,Yes,No,2015,1,4,1,0,0,0,1,46,medium,3859,debt,west
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,OH,45040,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1272,enterprise,939,debt,midwest
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,WA,98501,"Mst Financial Services, L.L.C.",Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,8,small,509,debt,west
Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,MI,48103,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1272,enterprise,694,banking,midwest
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Servicing, Payments, Escrow Account",Not Specified,VA,23832,"Green Tree Servicing, Llc",Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,399,enterprise,869,mortgage,south
Credit Card,Not Specified,Credit Determination,Not Specified,WY,82435,Bank Of The West,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,27,medium,30,credit,west
Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,CA,92861,Capital One,In progress,Yes,No,2015,1,4,1,0,0,25,0,567,enterprise,3859,credit,west
Debt Collection,Not Specified,Communication Tactics,Called After Sent Written Cease Of Comm,FL,33815,"Rausch, Sturm, Israel, Enerson & Hornik, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,4,0,5,small,2592,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,PA,19082,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,1,0,1525,enterprise,1055,credit,northeast
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,CA,90266,Wells Fargo,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1430,enterprise,3859,banking,west
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,SD,57201,Ocwen,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,934,enterprise,52,mortgage,midwest
Debt Collection,"Other (Phone, Health Club, Etc.)",False Statements Or Representation,Attempted To Collect Wrong Amount,UT,84341,"Express Recovery Services, Inc.",Closed,Yes,No,2015,1,4,1,0,0,0,1,7,small,176,debt,west
Credit Reporting,Not Specified,Improper Use Of My Credit Report,Report Improperly Shared By Crc,MD,20745,Experian,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,791,credit,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,LA,70079,"Green Tree Servicing, Llc",Closed with monetary relief,Yes,Yes,2015,1,4,1,0,0,0,1,399,enterprise,277,mortgage,south
Debt Collection,Medical,Disclosure Verification Of Debt,Right To Dispute Notice Not Received,AR,72904,Account Resolution Corporation,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,4,small,121,debt,south
Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,OH,45215,Portage Financial Services Company Inc.,Closed with explanation,Yes,No,2015,1,4,1,0,0,6,0,1,small,939,loan,midwest
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,MN,55433,Wells Fargo,Closed with explanation,Yes,No,2015,1,4,1,0,0,4,0,1430,enterprise,311,banking,midwest
Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,OH,44138,Ally Financial Inc.,Closed with explanation,Yes,No,2015,1,4,1,0,0,3,0,165,large,939,loan,midwest
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,FL,33603,Equifax,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,2049,enterprise,2592,credit,south
Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,MI,49203,Comerica,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,48,medium,694,banking,midwest
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,NY,11420,"Unique Management Services, Inc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,6,small,1846,debt,northeast
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,OH,44140,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,3,0,1272,enterprise,939,mortgage,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,MD,21921,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,1,0,1525,enterprise,791,credit,south
Mortgage,Va Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,33762,Bank Of America,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,5,0,1518,enterprise,2592,mortgage,south
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,CA,93312,Transworld Systems Inc.,In progress,Yes,No,2015,1,4,1,0,0,0,1,215,enterprise,3859,loan,west
Credit Card,Not Specified,Forbearance / Workout Plans,Not Specified,NY,11710,Citibank,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1016,enterprise,1846,credit,northeast
Bank Account Or Service,Checking Account,Using A Debit Or Atm Card,Not Specified,GA,31204,Suntrust Bank,Closed with monetary relief,Yes,Yes,2015,1,4,1,0,0,5,0,184,large,1146,banking,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,MA,2021,"Gragil Associates, Inc.",In progress,Yes,No,2015,1,4,1,0,0,0,1,1,small,512,debt,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Taking/Threatening An Illegal Action,Seized/Attempted To Seize Property,CA,94609,U.S. Bancorp,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,1,0,429,enterprise,3859,debt,west
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,PA,15668,Ally Financial Inc.,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,165,large,1055,loan,northeast
Credit Reporting,Not Specified,Improper Use Of My Credit Report,Report Improperly Shared By Crc,AZ,85029,Experian,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1940,enterprise,578,credit,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,FL,32712,Experian,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,2592,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NY,10913,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1525,enterprise,1846,credit,northeast
Mortgage,Va Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,GA,30338,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1272,enterprise,1146,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NY,13053,Transunion,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,1525,enterprise,1846,credit,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,TX,77066,Equifax,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,2049,enterprise,2380,credit,south
Credit Reporting,Not Specified,Improper Use Of My Credit Report,Report Improperly Shared By Crc,MN,55372,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,14,0,1525,enterprise,311,credit,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,FL,32904,Experian,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,2592,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,FL,34609,Transunion,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,12,0,1525,enterprise,2592,credit,south
Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,PA,15668,Capital One,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,567,enterprise,1055,credit,northeast
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,34741,Stellar Recovery Inc.,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,63,large,2592,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,FL,32904,Experian,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,2592,credit,south
Mortgage,Other Mortgage,Credit Decision / Underwriting,Not Specified,IN,46032,Pulte Mortgage,In progress,Yes,No,2015,1,4,1,0,0,6,0,3,small,298,mortgage,midwest
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,OH,44254,Citibank,Closed with explanation,Yes,No,2015,1,4,1,0,0,1,0,1016,enterprise,939,mortgage,midwest
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,CA,94580,East West Bank,Closed,Yes,No,2015,1,4,1,0,0,5,0,1,small,3859,banking,west
Debt Collection,Medical,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,IL,60491,Medical Business Bureau,Closed with explanation,Yes,No,2015,1,4,1,0,0,7,0,13,medium,1003,debt,midwest
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,94550,Tenet Healthcare Corporation,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,25,medium,3859,debt,west
